date,price
04/04/2006,30.34
03/04/2006,31.91
31/03/2006,33.86
30/03/2006,33.53
29/03/2006,31.5
28/03/2006,33.91
27/03/2006,35.7
24/03/2006,35.52
23/03/2006,35.86
22/03/2006,36.01
21/03/2006,35.32
20/03/2006,37.1
17/03/2006,34.52
16/03/2006,32.89
15/03/2006,32.6
14/03/2006,32.27
13/03/2006,33.4
10/03/2006,35.13
09/03/2006,36.99
08/03/2006,35.1
07/03/2006,35.41
06/03/2006,34.22
03/03/2006,31.68
02/03/2006,30.93
01/03/2006,31.12
28/02/2006,33.76
27/02/2006,30.71
24/02/2006,30.19
23/02/2006,30.15
22/02/2006,30.02
21/02/2006,31.38
17/02/2006,30.01
16/02/2006,27.9
15/02/2006,30.2
14/02/2006,30.88
13/02/2006,32.8
10/02/2006,31.85
09/02/2006,32.33
08/02/2006,31.22
07/02/2006,32.77
06/02/2006,30.34
03/02/2006,31.62
02/02/2006,33.01
01/02/2006,30.97
31/01/2006,32.48
